,full_path,file_name,class_name,feature_array,feature_array_size
12,./Sample-kelapa/data/cut_sample/matang/wav/mtg14a.wav,mtg14a.wav,mature,"[[ 2.43464722e+00 -5.01010051e-01  1.56948664e-02 ...  1.17537712e-04
  -1.10676998e-02 -1.13149933e-02]
 [ 2.43213683e+00 -4.89058551e-01  6.52076954e-02 ... -1.85285355e-02
  -1.22576182e-02 -1.30957108e-02]
 [ 2.45812301e+00 -5.42122607e-01  4.70567287e-02 ... -3.12601612e-02
  -2.13309053e-02 -6.94568605e-03]
 ...
 [ 2.48547214e+00 -8.56405142e-02 -2.30276948e-01 ... -6.43784838e-02
   5.40896810e-02  4.58982905e-02]
 [ 2.49943946e+00 -7.89219314e-02 -1.92052803e-01 ... -6.35304965e-02
   4.94938384e-02  4.50481348e-02]
 [ 2.39111703e+00 -1.78256292e-01 -2.57361371e-01 ... -1.17038001e-01
   5.66115496e-02  6.52940871e-02]]","(98, 19)"
13,./Sample-kelapa/data/cut_sample/matang/wav/mtg14b.wav,mtg14b.wav,mature,"[[ 2.19095379e+00 -3.83324002e-01 -5.81864175e-02 ...  5.49308949e-03
  -1.18698136e-02 -7.77302487e-03]
 [ 2.16491183e+00 -3.93961117e-01 -2.50777863e-02 ...  1.40919781e-03
   4.46418799e-03  2.31977260e-02]
 [ 2.17205151e+00 -4.08089375e-01 -6.35261073e-02 ... -6.05370131e-03
  -7.07706670e-03  2.68985942e-02]
 ...
 [ 1.98069976e+00 -1.38990527e-02 -4.06118237e-01 ...  2.63888651e-02
  -3.93140476e-02 -4.70026168e-03]
 [ 1.90567780e+00  5.36819058e-02 -3.10760138e-01 ... -3.31540614e-02
   5.55748361e-03 -2.70796516e-02]
 [ 1.95593547e+00  8.05292626e-02 -3.75254130e-01 ... -3.71307371e-02
   1.22192337e-02  5.13496970e-03]]","(98, 19)"
14,./Sample-kelapa/data/cut_sample/matang/wav/mtg14c.wav,mtg14c.wav,mature,"[[ 2.20234905e+00 -2.96352776e-01 -2.33379047e-02 ...  1.74910017e-02
  -8.30689190e-03 -4.41390846e-03]
 [ 2.18921680e+00 -2.90520973e-01  4.18841965e-03 ...  4.58769109e-03
  -1.65109000e-02 -1.78246584e-02]
 [ 2.19271276e+00 -2.80067136e-01 -2.31513161e-02 ...  4.42470273e-03
  -8.47721378e-03 -5.35503620e-03]
 ...
 [ 2.75563645e+00 -6.61264258e-01 -3.12655469e-01 ...  9.59310358e-03
  -6.60141397e-02 -4.70974303e-03]
 [ 2.69270674e+00 -6.39365418e-01 -1.65766555e-01 ...  3.46194932e-02
  -4.86771975e-02 -3.48873485e-02]
 [ 2.61674646e+00 -5.40310664e-01 -3.28491768e-01 ...  6.75675464e-02
  -9.30123999e-02 -5.97363880e-05]]","(98, 19)"
15,./Sample-kelapa/data/cut_sample/matang/wav/mtg15a.wav,mtg15a.wav,mature,"[[ 2.07684515e+00 -3.78545598e-01  4.97943345e-02 ...  8.42845504e-03
  -1.57058480e-02  1.34130085e-03]
 [ 2.05302651e+00 -3.70722831e-01  2.55532439e-02 ...  2.34143942e-03
  -2.06350980e-02  1.11659656e-03]
 [ 2.05961482e+00 -3.28793668e-01  2.23914669e-02 ...  1.85172941e-03
  -1.46995566e-02  2.03205626e-02]
 ...
 [ 1.68116335e+00  8.92684175e-02 -2.93199469e-01 ... -1.13463161e-02
   1.90438655e-02 -1.68971126e-03]
 [ 1.29322207e+00 -1.07176152e-01 -3.49362623e-02 ...  1.21308761e-04
  -3.56777388e-04  3.33202777e-03]
 [ 1.28845828e+00 -1.07773278e-01 -4.97499078e-02 ...  4.89711785e-03
   3.78039735e-03 -1.29977874e-02]]","(98, 19)"
18,./Sample-kelapa/data/cut_sample/matang/wav/mtg16a.wav,mtg16a.wav,mature,"[[ 2.13237666 -0.3971011  -0.04087718 ...  0.00743495 -0.01105969
   0.0115732 ]
 [ 2.13022449 -0.40846032 -0.03030852 ...  0.00646307 -0.01611223
   0.01584165]
 [ 2.16664795 -0.40728831 -0.04070952 ...  0.00873562 -0.01126265
   0.00525974]
 ...
 [ 2.67745375 -1.21736566 -0.13415952 ...  0.03432619 -0.03591693
  -0.0659465 ]
 [ 2.75798827 -1.25474588 -0.13853473 ...  0.05996556 -0.05347832
  -0.03460054]
 [ 2.79199969 -1.25414085 -0.15647007 ...  0.06141585 -0.06349692
  -0.06128444]]","(98, 19)"
19,./Sample-kelapa/data/cut_sample/matang/wav/mtg16b.wav,mtg16b.wav,mature,"[[ 2.31711367 -0.4739025  -0.14215099 ...  0.0230142   0.00649406
   0.01606021]
 [ 2.30824431 -0.47034609 -0.11000278 ...  0.00450207 -0.02696641
   0.01004091]
 [ 2.383343   -0.49898077 -0.1594156  ...  0.00772425 -0.01765775
   0.01387802]
 ...
 [ 2.75516254 -0.62867065  0.08619894 ... -0.01545094 -0.02978178
  -0.04776518]
 [ 2.4712582  -0.39763629  0.08007866 ... -0.04721074 -0.01651213
  -0.03493069]
 [ 2.13330671 -0.27081969  0.36205306 ...  0.01703161  0.0077262
  -0.02397991]]","(98, 19)"
20,./Sample-kelapa/data/cut_sample/matang/wav/mtg16c.wav,mtg16c.wav,mature,"[[ 2.07169095 -0.3288666  -0.01162996 ... -0.00439565 -0.00326078
  -0.00876209]
 [ 2.04534113 -0.33247449  0.01865912 ... -0.00803075 -0.00448078
  -0.00547606]
 [ 2.03126617 -0.33741363  0.00496113 ... -0.00426104 -0.01029889
  -0.00512135]
 ...
 [ 2.14092744  0.50866966 -0.04741376 ...  0.00283277  0.04948241
  -0.01559391]
 [ 1.72368543  0.32601284  0.12694891 ... -0.0521464   0.01212771
   0.00346383]
 [ 1.30195902 -0.08676232  0.00973276 ... -0.00743031 -0.00478829
  -0.00257581]]","(98, 19)"
21,./Sample-kelapa/data/cut_sample/matang/wav/mtg17a.wav,mtg17a.wav,mature,"[[ 2.08420395e+00 -3.15136016e-01 -1.97050203e-02 ...  2.64439644e-02
  -6.23410475e-03 -2.03020276e-02]
 [ 2.07795843e+00 -2.99624108e-01 -1.97349756e-02 ...  2.03253287e-02
  -4.77987650e-03 -7.62808153e-03]
 [ 2.05932880e+00 -3.25218098e-01 -3.93935540e-05 ...  1.83312630e-02
  -1.25737079e-03  6.97581201e-04]
 ...
 [ 1.80745361e+00 -5.28154844e-01 -3.89836463e-01 ...  3.05438986e-03
   2.75333464e-02 -2.81902165e-02]
 [ 1.77729814e+00 -5.42803510e-01 -4.15336061e-01 ...  4.18219310e-03
   3.21856411e-02 -3.37484045e-02]
 [ 1.80772295e+00 -5.66602085e-01 -4.33771279e-01 ...  1.40065742e-03
   3.48747080e-02 -2.29658835e-02]]","(98, 19)"
22,./Sample-kelapa/data/cut_sample/matang/wav/mtg17b.wav,mtg17b.wav,mature,"[[ 2.10094390e+00 -4.00683702e-01  3.75502459e-03 ...  1.38376060e-02
  -1.26356896e-02 -9.34084225e-03]
 [ 2.18897480e+00 -4.18855171e-01  1.12238699e-02 ...  1.15440030e-02
  -3.65051579e-03  1.16925628e-02]
 [ 2.17945717e+00 -4.62432177e-01  7.41923848e-03 ...  2.13902500e-02
   1.57969886e-03 -1.10996506e-02]
 ...
 [ 2.83811358e+00 -1.04774570e+00 -3.84419037e-01 ...  9.29480855e-02
   7.25811418e-03 -1.01458611e-02]
 [ 2.91380661e+00 -1.07468277e+00 -4.12855778e-01 ...  9.45727030e-02
   1.58335461e-02 -2.98285944e-02]
 [ 2.64178290e+00 -1.23307722e+00 -1.71264112e-01 ...  6.58392166e-02
   1.15193707e-03 -3.59648883e-02]]","(98, 19)"
23,./Sample-kelapa/data/cut_sample/matang/wav/mtg17c.wav,mtg17c.wav,mature,"[[ 2.16436437e+00 -3.16110137e-01 -5.12572092e-02 ...  4.77828617e-02
   8.70642071e-03 -2.62290228e-02]
 [ 2.16902449e+00 -3.43114841e-01 -9.07580024e-02 ...  5.19665689e-02
   1.98436098e-02 -7.65636637e-03]
 [ 2.18738025e+00 -3.60973098e-01 -1.03499793e-01 ...  4.73914449e-02
   8.69652996e-03 -1.59776609e-02]
 ...
 [ 2.22390969e+00 -1.15210061e+00  8.47788026e-02 ... -4.96381077e-02
   6.31554733e-02 -4.71871651e-03]
 [ 2.16305554e+00 -1.12282143e+00  9.84731081e-02 ... -6.59987646e-02
   5.35064963e-02  8.84958000e-03]
 [ 1.87122859e+00 -8.89528275e-01  7.74724177e-02 ...  5.98606915e-02
  -2.53045679e-02 -1.90880550e-03]]","(98, 19)"
24,./Sample-kelapa/data/cut_sample/matang/wav/mtg18a.wav,mtg18a.wav,mature,"[[ 2.23624060e+00 -4.25797756e-01  5.82874296e-02 ...  1.63408859e-02
   1.44984193e-02 -7.70991070e-03]
 [ 2.35901679e+00 -2.99174968e-01  2.18967935e-02 ...  1.96627438e-02
   1.31940331e-04 -7.54694151e-03]
 [ 2.35048001e+00 -2.86431618e-01  2.26227070e-02 ...  2.35982645e-02
   2.11610391e-03 -7.37895600e-03]
 ...
 [ 2.66097716e+00 -7.82971061e-01 -2.71307938e-01 ...  7.93074144e-02
   2.92494463e-02 -2.04761412e-02]
 [ 2.01757806e+00 -8.01553697e-01 -5.94049680e-02 ...  1.77177815e-02
  -3.36509936e-03  6.02023464e-02]
 [ 1.49561162e+00 -3.42233400e-01  4.58326708e-03 ...  1.30320059e-02
  -1.97543145e-02 -9.01763036e-03]]","(98, 19)"
25,./Sample-kelapa/data/cut_sample/matang/wav/mtg18b.wav,mtg18b.wav,mature,"[[ 2.21364484e+00 -3.90876195e-01  2.62265912e-02 ...  3.28054501e-02
  -6.00110546e-03  1.27453566e-02]
 [ 2.21118607e+00 -3.54156328e-01  3.38522931e-02 ...  2.63372146e-02
  -2.47511537e-03  2.37760999e-03]
 [ 2.20329350e+00 -3.57869016e-01  3.15003620e-02 ...  2.00413472e-02
   3.91950010e-03  1.55494406e-02]
 ...
 [ 1.95092039e+00  3.40859588e-01  1.61431585e-01 ... -6.70220048e-02
   7.85011684e-03 -1.75334111e-02]
 [ 1.34790189e+00 -2.54073661e-01 -3.24474891e-03 ... -6.38579702e-03
   4.15261350e-04 -1.39812054e-02]
 [ 1.37506186e+00 -2.11147314e-01 -5.00255259e-03 ... -4.19967058e-03
  -6.87377625e-03 -2.08177676e-02]]","(98, 19)"
26,./Sample-kelapa/data/cut_sample/matang/wav/mtg18c.wav,mtg18c.wav,mature,"[[ 2.18742096e+00 -4.02948892e-01 -1.15915112e-01 ... -1.25880091e-02
  -1.46316410e-02 -1.39434332e-02]
 [ 2.17458925e+00 -4.04899126e-01 -9.11013222e-02 ...  2.16480651e-02
  -1.07082979e-03  2.57829902e-03]
 [ 2.12222187e+00 -3.73952119e-01 -1.22430925e-02 ... -2.72245840e-03
  -6.17635721e-04 -1.36880977e-02]
 ...
 [ 2.06282288e+00  5.81094575e-01  2.53931588e-01 ... -4.26113343e-02
  -4.51682423e-02 -2.41487167e-02]
 [ 1.90332782e+00  4.12263431e-01  2.53886760e-01 ...  5.96800498e-02
   5.03247080e-03 -5.95151863e-02]
 [ 1.42347465e+00 -1.65048651e-01 -8.44238511e-02 ...  2.32229636e-03
   1.78834007e-02 -1.92943987e-03]]","(98, 19)"
27,./Sample-kelapa/data/cut_sample/matang/wav/mtg19a.wav,mtg19a.wav,mature,"[[ 2.03498796e+00 -2.89990727e-01  4.23695821e-02 ...  1.81101754e-02
  -2.82487350e-03 -7.10077359e-03]
 [ 2.02584121e+00 -3.16447031e-01  7.84487719e-03 ...  8.23911193e-03
  -2.95395234e-03 -7.12018480e-03]
 [ 1.97914354e+00 -3.21059085e-01  5.71833096e-03 ... -2.00221287e-03
  -7.04216529e-04 -8.05910987e-03]
 ...
 [ 2.34923680e+00  6.33456420e-01 -1.91239475e-01 ... -8.58409333e-03
   2.91551824e-02 -5.08311231e-02]
 [ 2.23933389e+00  6.63946617e-01 -1.01549732e-01 ... -9.68126538e-03
   2.53600610e-02  5.99195599e-02]
 [ 1.33488733e+00 -6.22955952e-02 -2.39665527e-02 ...  1.63042252e-02
   2.18470192e-03 -5.78185460e-03]]","(98, 19)"
28,./Sample-kelapa/data/cut_sample/matang/wav/mtg19b.wav,mtg19b.wav,mature,"[[ 2.39762412e+00 -6.77498323e-01  1.51050910e-01 ...  4.79656508e-02
  -3.00217110e-02 -2.40621752e-02]
 [ 2.31321327e+00 -5.96035978e-01  1.38705538e-01 ...  5.92093351e-02
  -1.61142292e-02  2.08407300e-02]
 [ 2.30411749e+00 -5.63637762e-01  1.44272835e-01 ...  3.54264907e-02
  -3.01781116e-02 -3.15559234e-03]
 ...
 [ 1.75367773e+00  3.18997003e-01  3.80225243e-01 ...  3.14435863e-02
   1.66614897e-02 -1.73558175e-02]
 [ 1.30454884e+00 -1.84587083e-01  3.79770582e-02 ...  1.98758778e-03
   5.99585353e-03  5.12782694e-04]
 [ 1.28420152e+00 -1.59074767e-01  3.39087242e-02 ... -9.14015701e-03
  -3.58183317e-03 -8.25379328e-03]]","(98, 19)"
29,./Sample-kelapa/data/cut_sample/matang/wav/mtg19c.wav,mtg19c.wav,mature,"[[ 2.05007110e+00 -3.35083490e-01  6.12476959e-02 ... -9.65695947e-03
  -8.69400530e-03  1.53786696e-02]
 [ 2.09130384e+00 -3.19372065e-01  5.83036833e-02 ...  3.06693941e-05
  -3.43021021e-03  1.10758335e-02]
 [ 2.08187792e+00 -3.96618068e-01  3.85450065e-02 ... -3.84753550e-03
  -1.79516305e-04  2.59444286e-03]
 ...
 [ 1.85023405e+00  4.14583464e-01  1.40865591e-01 ... -5.78572716e-02
  -7.20118262e-03 -2.23194778e-02]
 [ 1.28736164e+00 -1.41402412e-01 -3.14749419e-02 ... -4.66845612e-03
  -8.59240431e-03 -9.43782156e-03]
 [ 1.26944809e+00 -1.18772032e-01 -2.38029358e-02 ...  4.81419057e-03
   7.27418549e-03  3.45417613e-03]]","(98, 19)"
30,./Sample-kelapa/data/cut_sample/matang/wav/mtg1a.wav,mtg1a.wav,mature,"[[ 2.20937940e+00 -3.37001180e-01 -4.25792886e-03 ...  2.46058832e-02
   1.08260636e-02 -1.74685939e-02]
 [ 2.18843703e+00 -3.59149783e-01 -2.84080975e-02 ...  2.49764499e-02
  -3.91312321e-03 -2.62306812e-03]
 [ 2.13285912e+00 -3.86792904e-01 -3.75015253e-02 ...  1.55002450e-02
   7.70785389e-03  1.13502370e-02]
 ...
 [ 2.11415478e+00 -6.86586221e-02 -2.48579161e-01 ...  6.93194867e-03
   1.13819280e-03 -4.81038515e-03]
 [ 2.11207692e+00  5.72724799e-03 -2.17883450e-01 ... -4.72117088e-03
   1.05958254e-02 -8.51403426e-03]
 [ 2.06834688e+00  2.61820861e-02 -2.29372316e-01 ... -1.41831223e-02
  -2.02006595e-02 -3.50700183e-02]]","(98, 19)"
31,./Sample-kelapa/data/cut_sample/matang/wav/mtg1b.wav,mtg1b.wav,mature,"[[ 2.20937940e+00 -3.37001180e-01 -4.25792886e-03 ...  2.46058832e-02
   1.08260636e-02 -1.74685939e-02]
 [ 2.18843703e+00 -3.59149783e-01 -2.84080975e-02 ...  2.49764499e-02
  -3.91312321e-03 -2.62306812e-03]
 [ 2.13285912e+00 -3.86792904e-01 -3.75015253e-02 ...  1.55002450e-02
   7.70785389e-03  1.13502370e-02]
 ...
 [ 2.11415478e+00 -6.86586221e-02 -2.48579161e-01 ...  6.93194867e-03
   1.13819280e-03 -4.81038515e-03]
 [ 2.11207692e+00  5.72724799e-03 -2.17883450e-01 ... -4.72117088e-03
   1.05958254e-02 -8.51403426e-03]
 [ 2.06834688e+00  2.61820861e-02 -2.29372316e-01 ... -1.41831223e-02
  -2.02006595e-02 -3.50700183e-02]]","(98, 19)"
32,./Sample-kelapa/data/cut_sample/matang/wav/mtg1c.wav,mtg1c.wav,mature,"[[ 2.16182007e+00 -3.27845068e-01 -7.03814178e-02 ... -1.56630601e-02
   3.27457697e-03  3.05771536e-03]
 [ 2.15128793e+00 -3.70423438e-01 -1.17939064e-01 ... -1.05969267e-03
   3.29838270e-03  1.18466521e-02]
 [ 2.15210631e+00 -3.59045484e-01 -6.77495442e-02 ... -2.07842594e-02
  -2.36427703e-02 -4.72421904e-03]
 ...
 [ 2.86168102e+00 -3.48000624e-01 -7.87583723e-02 ... -1.13516939e-01
   8.38253650e-02 -1.24460559e-02]
 [ 2.33347217e+00 -9.47291463e-01 -2.55792788e-01 ... -8.22704439e-02
   5.91413136e-02 -1.04043139e-02]
 [ 2.26695705e+00 -9.38306274e-01 -1.66634115e-01 ... -3.37945396e-02
   5.43130129e-02 -4.51976937e-02]]","(98, 19)"
33,./Sample-kelapa/data/cut_sample/matang/wav/mtg20a.wav,mtg20a.wav,mature,"[[ 2.20513749e+00 -3.29186286e-01  2.13004832e-02 ...  1.66899879e-02
   1.47755158e-02  3.23135323e-03]
 [ 2.20356458e+00 -3.60223826e-01 -2.50371962e-02 ...  2.90257314e-03
   1.06451487e-04  1.51110370e-02]
 [ 2.17434833e+00 -3.90189996e-01  1.19405912e-02 ...  9.87221655e-03
   6.16693323e-03  1.05263182e-02]
 ...
 [ 2.91128215e+00 -5.20129193e-01 -8.35556167e-02 ...  6.53015187e-02
   3.47453635e-02 -4.14148597e-02]
 [ 2.84921403e+00 -4.34680645e-01 -3.78509742e-02 ...  8.73463703e-02
   6.24492812e-02 -4.36910567e-02]
 [ 2.81214108e+00 -3.83201109e-01 -1.57519283e-02 ...  9.78338611e-02
   4.64089027e-02 -1.67088640e-02]]","(98, 19)"
36,./Sample-kelapa/data/cut_sample/matang/wav/mtg2a.wav,mtg2a.wav,mature,"[[ 2.30636714 -0.41117903 -0.13448816 ... -0.03973306 -0.00852834
   0.00408344]
 [ 2.31372266 -0.41505205 -0.1349678  ... -0.0218833   0.00637549
   0.01124324]
 [ 2.272525   -0.39855922 -0.11416907 ... -0.03104632 -0.01194984
   0.00933695]
 ...
 [ 2.1258365   0.27369947 -0.05141837 ...  0.02597796 -0.00425069
  -0.02468891]
 [ 1.80566729  0.32862295  0.26422873 ...  0.03612721 -0.00869561
  -0.0437394 ]
 [ 1.79461845  0.35996726  0.30793901 ...  0.06154951  0.02211302
  -0.0343879 ]]","(98, 19)"
37,./Sample-kelapa/data/cut_sample/matang/wav/mtg2b.wav,mtg2b.wav,mature,"[[ 2.31413240e+00 -5.45840776e-01 -8.10372212e-02 ... -2.13846503e-02
  -1.55598357e-02  9.47080466e-03]
 [ 2.28601521e+00 -5.13807901e-01 -8.35555916e-02 ...  1.28551526e-04
   6.27599784e-03  4.17447617e-03]
 [ 2.31963641e+00 -5.20743308e-01 -9.01399247e-02 ... -1.57716488e-02
  -1.80763365e-02 -5.53977398e-03]
 ...
 [ 1.99398961e+00 -5.08130669e-01 -5.21375918e-01 ... -3.11355501e-02
  -4.65131417e-02 -1.89358828e-02]
 [ 1.94062398e+00 -4.51249576e-01 -5.20528100e-01 ... -4.65207338e-02
  -4.95979708e-02 -2.17589335e-02]
 [ 1.76429507e+00 -4.62039581e-01 -3.18528302e-01 ... -5.09336607e-02
  -5.01200033e-02  1.30434625e-03]]","(98, 19)"
